Date,Wheat,Coffe,Corn
1/17/1996,4.79,1.043,3.5125
1/18/1996,4.83,1.054,3.55
1/19/1996,4.8725,1.0465,3.6075
1/22/1996,4.8225,1.075,3.5775
1/23/1996,4.9225,1.07,3.6075
1/24/1996,4.9175,1.089,3.5875
1/25/1996,4.9075,1.1175,3.5625
1/26/1996,5.0675,1.1695,3.575
1/29/1996,5.205,1.2345,3.6375
1/30/1996,5.2625,1.1955,3.6775
1/31/1996,5.195,1.286,3.69
2/1/1996,5.175,1.264,3.665
2/2/1996,5.265,1.2375,3.6675
2/5/1996,5.1775,1.2065,3.615
2/6/1996,5.225,1.194,3.635
2/7/1996,5.135,1.186,3.61
2/8/1996,5.1,1.237,3.5925
2/9/1996,5.1325,1.2605,3.63
2/12/1996,5.1175,1.216,3.65
2/13/1996,5.1525,1.228,3.715
2/14/1996,5.28,1.2265,3.785
2/15/1996,5.26,1.243,3.7825
2/16/1996,5.2325,1.242,3.8
2/20/1996,5.13,1.2265,3.7975
2/21/1996,5.105,1.2485,3.7725
2/22/1996,4.955,1.242,3.75
2/23/1996,5.0275,1.176,3.805
2/26/1996,5.037,1.1531,3.855
2/27/1996,5.023,1.1572,3.876
2/28/1996,5.0095,1.1361,3.9025
2/29/1996,5.037,1.1628,3.904
3/1/1996,5.025,1.108,3.8675
3/4/1996,5.015,1.1165,3.83
3/5/1996,4.945,1.142,3.8
3/6/1996,4.88,1.13,3.81
3/7/1996,4.95,1.127,3.88
3/8/1996,4.9375,1.1205,3.885
3/11/1996,4.915,1.13,3.895
3/12/1996,4.83,1.1595,3.8625
3/13/1996,4.845,1.147,3.8925
3/14/1996,4.805,1.1775,3.9025
3/15/1996,4.7225,1.1845,3.8325
3/18/1996,4.7375,1.2085,3.8575
3/19/1996,4.6925,1.1905,3.855
3/20/1996,4.81,1.177,3.87
3/21/1996,4.8075,1.2,3.8775
3/22/1996,4.8175,1.197,3.9
3/25/1996,4.9075,1.192,3.935
3/26/1996,5.03,1.2345,3.9675
3/27/1996,5.0075,1.2175,3.9925
3/28/1996,4.975,1.214,3.9925
3/29/1996,4.9925,1.1545,4.09
4/1/1996,5.115,1.145,4.165
4/2/1996,5.12,1.1585,4.1425
4/3/1996,5.23,1.1535,4.2425
4/4/1996,5.225,1.1525,4.265
4/8/1996,5.2525,1.1355,4.3575
4/9/1996,5.2975,1.1465,4.35
4/10/1996,5.4975,1.185,4.445
4/11/1996,5.635,1.171,4.445
4/12/1996,5.825,1.1525,4.51
4/15/1996,5.8675,1.1485,4.555
4/16/1996,5.6675,1.156,4.445
4/17/1996,5.71,1.173,4.485
4/18/1996,6.005,1.188,4.605
4/19/1996,6.08,1.1815,4.58
4/22/1996,6.28,1.3025,4.7
4/23/1996,6.535,1.2705,4.785
4/24/1996,6.765,1.2745,4.87
4/25/1996,6.829,1.2537,4.956
4/26/1996,6.767,1.2755,4.973
4/29/1996,6.188,1.228,4.715
4/30/1996,5.819,1.2458,4.541
5/1/1996,5.97,1.27,4.6625
5/2/1996,5.67,1.273,4.5825
5/3/1996,5.62,1.2755,4.53
5/6/1996,5.565,1.252,4.5475
5/7/1996,5.71,1.264,4.6275
5/8/1996,5.91,1.2875,4.7475
5/9/1996,5.97,1.27,4.835
5/10/1996,5.8,1.2705,4.8225
5/13/1996,5.88,1.2605,4.9225
5/14/1996,5.8325,1.2665,4.8725
5/15/1996,5.8225,1.2645,4.875
5/16/1996,5.78,1.287,4.995
5/17/1996,5.89,1.2865,5.045
5/20/1996,5.85,1.26,5.03
5/21/1996,5.7625,1.242,5.0125
5/22/1996,5.6275,1.2045,4.865
5/23/1996,5.595,1.1785,4.9325
5/24/1996,5.61,1.1765,4.8875
5/28/1996,5.46,1.1685,4.785
5/29/1996,5.26,1.173,4.665
5/30/1996,5.2625,1.1585,4.7275
5/31/1996,5.2875,1.161,4.7725
6/3/1996,5.21,1.1255,4.6525
6/4/1996,5.01,1.134,4.4725
6/5/1996,4.8875,1.1385,4.35
6/6/1996,4.9425,1.1305,4.47
6/7/1996,5.0225,1.1535,4.59
6/10/1996,5.195,1.1775,4.71
6/11/1996,5.09,1.173,4.71
6/12/1996,4.945,1.188,4.775
6/13/1996,5.0475,1.169,4.7675
6/14/1996,4.96,1.1795,4.6475
6/17/1996,4.92,1.207,4.595
6/18/1996,5.025,1.227,4.715
6/19/1996,4.935,1.219,4.735
6/20/1996,4.875,1.2145,4.74
6/21/1996,4.9125,1.197,4.7
6/24/1996,4.995,1.2295,4.6625
6/25/1996,5.0255,1.2167,4.551
6/26/1996,4.938,1.2138,4.4185
6/27/1996,4.809,1.2132,4.2405
6/28/1996,4.817,1.2255,4.2145
7/1/1996,4.89,1.2075,4.1575
7/2/1996,4.755,1.1785,4.055
7/3/1996,4.7925,1.165,4.095
7/8/1996,4.775,1.1845,4.02
7/9/1996,4.91,1.1425,4.0675
7/10/1996,4.92,1.1605,4.0925
7/11/1996,5.06,1.162,4.2125
7/12/1996,5.01,1.1195,4.285
7/15/1996,4.925,1.064,4.165
7/16/1996,4.8325,1.0295,4.045
7/17/1996,4.81,1.069,3.865
7/18/1996,4.75,1.0995,3.725
7/19/1996,4.595,1.087,3.6775
7/22/1996,4.605,1.0405,3.5575
7/23/1996,4.5375,1.043,3.615
7/24/1996,4.41,1.041,3.58
7/25/1996,4.4375,1.0295,3.51
7/26/1996,4.345,1.0405,3.5
7/29/1996,4.4375,1.054,3.5925
7/30/1996,4.3825,1.0525,3.5775
7/31/1996,4.4,1.064,3.5425
8/1/1996,4.46,1.067,3.605
8/2/1996,4.49,1.075,3.5825
8/5/1996,4.435,1.079,3.4825
8/6/1996,4.485,1.092,3.46
8/7/1996,4.5375,1.093,3.4475
8/8/1996,4.5975,1.161,3.53
8/9/1996,4.6275,1.151,3.63
8/12/1996,4.745,1.1615,3.75
8/13/1996,4.6025,1.2315,3.73
8/14/1996,4.56,1.213,3.7775
8/15/1996,4.5725,1.2115,3.755
8/16/1996,4.545,1.2085,3.675
8/19/1996,4.595,1.2065,3.64
8/20/1996,4.545,1.225,3.6225
8/21/1996,4.51,1.2505,3.6625
8/22/1996,4.505,1.311,3.675
8/23/1996,4.5275,1.3225,3.655
8/26/1996,4.5925,1.3645,3.695
8/27/1996,4.594,1.2872,3.6555
8/28/1996,4.5275,1.23,3.5775
8/29/1996,4.541,1.2147,3.549
8/30/1996,4.523,1.2027,3.491
9/3/1996,4.5225,1.133,3.415
9/4/1996,4.4725,1.128,3.335
9/5/1996,4.46,1.116,3.3475
9/6/1996,4.425,1.129,3.325
9/9/1996,4.4875,1.112,3.3075
9/10/1996,4.5275,1.113,3.3425
9/11/1996,4.375,1.069,3.2675
9/12/1996,4.345,1.052,3.3
9/13/1996,4.24,1.047,3.215
9/16/1996,4.17,1.0535,3.145
9/17/1996,4.185,1.0585,3.145
9/18/1996,4.2425,1.044,3.155
9/19/1996,4.1675,1.036,3.135
9/20/1996,4.21,1.036,3.1425
9/23/1996,4.265,1.0455,3.1325
9/24/1996,4.295,1.06,3.105
9/25/1996,4.295,1.0645,3.1225
9/26/1996,4.2925,1.057,3.06
9/27/1996,4.315,1.0525,3.0325
9/30/1996,4.36,1.0295,2.9675
10/1/1996,4.3375,1.0475,2.96
10/2/1996,4.225,1.054,2.9275
10/3/1996,4.2,1.0745,2.92
10/4/1996,4.21,1.098,2.895
10/7/1996,4.225,1.127,2.9275
10/8/1996,4.285,1.125,2.965
10/9/1996,4.27,1.1355,2.9375
10/10/1996,4.24,1.149,2.9
10/11/1996,4.245,1.163,2.8375
10/14/1996,4.295,1.151,2.865
10/15/1996,4.2175,1.142,2.865
10/16/1996,4.1725,1.122,2.8325
10/17/1996,4.11,1.099,2.8325
10/18/1996,4.0475,1.091,2.8025
10/21/1996,4.005,1.13,2.79
10/22/1996,3.995,1.176,2.795
10/23/1996,3.985,1.193,2.8275
10/24/1996,3.84,1.1745,2.78
10/25/1996,3.8975,1.16,2.7525
10/28/1996,3.8225,1.191,2.7525
10/29/1996,3.845,1.1635,2.745
10/30/1996,3.81,1.1915,2.7025
10/31/1996,3.7125,1.172,2.66
11/1/1996,3.7475,1.1725,2.63
11/4/1996,3.7975,1.1775,2.6175
11/5/1996,3.6875,1.1885,2.585
11/6/1996,3.695,1.243,2.6
11/7/1996,3.75,1.2735,2.645
11/8/1996,3.7875,1.2585,2.675
11/11/1996,3.835,1.1995,2.6825
11/12/1996,3.915,1.182,2.68
11/13/1996,4.0075,1.185,2.7175
11/14/1996,3.9675,1.216,2.7125
11/15/1996,3.9725,1.225,2.695
11/18/1996,3.94,1.1955,2.66
11/19/1996,3.9775,1.2225,2.6525
11/20/1996,4.1325,1.2075,2.7
11/21/1996,4.0825,1.1725,2.725
11/22/1996,4.1025,1.165,2.725
11/25/1996,4.1105,1.1369,2.7475
11/26/1996,4.04,1.1172,2.7365
11/27/1996,3.9075,1.0945,2.729
12/2/1996,3.7725,1.0605,2.6575
12/3/1996,3.72,1.051,2.63
12/4/1996,3.7025,1.042,2.6325
12/5/1996,3.755,1.0345,2.67
12/6/1996,3.7975,1.0325,2.66
12/9/1996,3.7425,1.056,2.645
12/10/1996,3.7925,1.082,2.6375
12/11/1996,3.8275,1.081,2.645
12/12/1996,3.8825,1.0985,2.6425
12/13/1996,3.89,1.112,2.6275
12/16/1996,3.96,1.0995,2.635
12/17/1996,3.9425,1.099,2.655
12/18/1996,4.0075,1.119,2.6475
12/19/1996,4.0025,1.102,2.66
12/20/1996,3.9325,1.1215,2.6675
12/23/1996,3.905,1.131,2.665
12/24/1996,3.9175,1.1475,2.6675
12/27/1996,3.895,1.162,2.645
12/30/1996,3.82,1.1595,2.5825
12/31/1996,3.8125,1.169,2.5825
1/2/1997,3.8925,1.1665,2.585
1/3/1997,3.84,1.1625,2.565
1/6/1997,3.885,1.1405,2.57
1/7/1997,3.925,1.1935,2.5825
1/8/1997,3.95,1.189,2.5925
1/9/1997,3.8925,1.1935,2.5825
1/10/1997,3.87,1.196,2.655
1/13/1997,3.91,1.1845,2.6725
1/14/1997,3.88,1.222,2.7075
1/15/1997,3.9025,1.226,2.7375
1/16/1997,3.8725,1.2305,2.735
1/17/1997,3.805,1.24,2.7325
1/20/1997,3.775,1.2925,2.7175
1/21/1997,3.8225,1.2965,2.71
1/22/1997,3.7925,1.353,2.705
1/23/1997,3.7575,1.4005,2.7025
1/24/1997,3.75,1.369,2.7275
1/27/1997,3.715,1.366,2.75
1/28/1997,3.73,1.395,2.7475
1/29/1997,3.7025,1.446,2.75
1/30/1997,3.7025,1.403,2.7375
1/31/1997,3.5975,1.394,2.7025
2/3/1997,3.615,1.4565,2.695
2/4/1997,3.5775,1.4745,2.705
2/5/1997,3.615,1.4455,2.725
2/6/1997,3.58,1.508,2.6875
2/7/1997,3.56,1.5105,2.71
2/10/1997,3.525,1.5865,2.72
2/11/1997,3.62,1.6355,2.725
2/12/1997,3.5725,1.7185,2.7375
2/13/1997,3.59,1.8005,2.745
2/14/1997,3.595,1.7785,2.74
2/18/1997,3.6425,1.681,2.8275
2/19/1997,3.595,1.753,2.835
2/20/1997,3.6375,1.7845,2.87
2/21/1997,3.73,1.748,2.9175
2/24/1997,3.75,1.7345,2.89
2/25/1997,3.77,1.7197,2.9335
2/26/1997,3.7155,1.8041,2.9245
2/27/1997,3.7185,1.759,2.9555
2/28/1997,3.748,1.7956,2.9555
3/3/1997,3.77,1.8485,3.0125
3/4/1997,3.7,1.9525,3.015
3/5/1997,3.69,2.0065,2.9875
3/6/1997,3.75,1.937,3.045
3/7/1997,3.755,1.898,3.04
3/10/1997,3.7925,1.993,3.0975
3/11/1997,3.82,2.0315,3.0575
3/12/1997,3.79,1.961,2.945
3/13/1997,3.78,1.8225,2.9825
3/14/1997,3.87,1.8635,3.045
3/17/1997,3.81,1.6865,3.0675
3/18/1997,3.8375,1.688,3.01
3/19/1997,3.91,1.681,3.0325
3/20/1997,3.975,1.6915,3.0475
3/21/1997,3.9,1.6575,3.0025
3/24/1997,3.865,1.629,2.99
3/25/1997,3.895,1.793,3.0225
3/26/1997,3.955,1.8685,3.0525
3/27/1997,4.0175,1.898,3.0825
3/31/1997,3.975,1.9115,3.1
4/1/1997,3.9375,1.943,3.13
4/2/1997,3.885,1.9315,3.085
4/3/1997,3.75,1.777,3.01
4/4/1997,3.7175,1.7915,2.9425
4/7/1997,3.805,1.794,3.0075
4/8/1997,3.82,1.7875,2.995
4/9/1997,3.855,1.897,2.99
4/10/1997,3.93,1.9105,3.0375
4/11/1997,4.03,1.891,2.995
4/14/1997,4.23,1.96,3.0375
4/15/1997,4.1575,1.924,3.0275
4/16/1997,4.0675,2.0805,2.9725
4/17/1997,4.2525,2.098,2.97
4/18/1997,4.37,2.1655,3.0025
4/21/1997,4.395,2.149,2.9975
4/22/1997,4.4175,2.112,3.0125
4/23/1997,4.3225,2.143,2.985
4/24/1997,4.215,2.1975,2.93
4/25/1997,4.2525,2.1173,2.945
4/28/1997,4.157,2.1071,2.9065
4/29/1997,4.182,2.0993,2.912
4/30/1997,4.314,2.1613,2.936
5/1/1997,4.25,2.229,2.9675
5/2/1997,4.165,2.1615,2.9275
5/5/1997,4.1125,2.185,2.9125
5/6/1997,4.025,2.1285,2.855
5/7/1997,4.0425,2.114,2.8525
5/8/1997,4.09,2.169,2.845
5/9/1997,4.1375,2.179,2.88
5/12/1997,3.99,2.2965,2.83
5/13/1997,3.955,2.4115,2.845
5/14/1997,3.87,2.406,2.835
5/15/1997,3.885,2.552,2.8175
5/16/1997,3.8875,2.5315,2.845
5/19/1997,3.9475,2.4625,2.845
5/20/1997,3.805,2.4025,2.7625
5/21/1997,3.8225,2.531,2.7675
5/22/1997,3.7725,2.603,2.7325
5/23/1997,3.75,2.5685,2.705
5/27/1997,3.635,2.743,2.6425
5/28/1997,3.67,2.9555,2.695
5/29/1997,3.585,3.148,2.6925
5/30/1997,3.605,2.764,2.7075
6/2/1997,3.6075,2.5395,2.74
6/3/1997,3.62,2.642,2.775
6/4/1997,3.5375,2.5155,2.7125
6/5/1997,3.56,2.305,2.7425
6/6/1997,3.595,2.3725,2.74
6/9/1997,3.675,2.533,2.74
6/10/1997,3.63,2.1795,2.7175
6/11/1997,3.645,2.0765,2.725
6/12/1997,3.53,2.078,2.7125
6/13/1997,3.525,1.957,2.715
6/16/1997,3.4275,1.965,2.685
6/17/1997,3.4375,2.087,2.7025
6/18/1997,3.3875,1.9005,2.665
6/19/1997,3.37,1.959,2.6525
6/20/1997,3.3475,1.9895,2.655
6/23/1997,3.2975,1.9465,2.605
6/24/1997,3.325,1.98,2.6025
6/25/1997,3.334,1.9603,2.5345
6/26/1997,3.37,1.8059,2.4585
6/27/1997,3.319,1.7754,2.4025
6/30/1997,3.3055,1.764,2.4
7/1/1997,3.315,1.7525,2.33
7/2/1997,3.325,1.7235,2.3475
7/3/1997,3.275,1.6835,2.3325
7/7/1997,3.2175,1.657,2.2925
7/8/1997,3.2475,1.7165,2.2975
7/9/1997,3.3425,1.7705,2.3725
7/10/1997,3.295,1.617,2.345
7/11/1997,3.295,1.641,2.3675
7/14/1997,3.36,1.62,2.485
7/15/1997,3.3825,1.5785,2.56
7/16/1997,3.315,1.615,2.5
7/17/1997,3.3175,1.6045,2.4725
7/18/1997,3.36,1.643,2.525
7/21/1997,3.4025,1.5885,2.4525
7/22/1997,3.4975,1.691,2.475
7/23/1997,3.5675,1.8165,2.4725
7/24/1997,3.585,1.804,2.435
7/25/1997,3.585,1.763,2.4325
7/28/1997,3.575,1.8835,2.505
7/29/1997,3.58,1.889,2.58
7/30/1997,3.5625,1.8575,2.6225
7/31/1997,3.62,1.845,2.655
8/1/1997,3.615,1.8495,2.685
8/4/1997,3.5475,1.9375,2.6375
8/5/1997,3.5325,2.031,2.545
8/6/1997,3.6225,2.0055,2.59
8/7/1997,3.6325,2.088,2.5
8/8/1997,3.6725,2.0585,2.535
8/11/1997,3.6375,1.9935,2.4975
8/12/1997,3.61,1.882,2.6175
8/13/1997,3.6125,1.831,2.6225
8/14/1997,3.5525,1.8455,2.6425
8/15/1997,3.54,1.7795,2.6
8/18/1997,3.575,1.802,2.6075
8/19/1997,3.6075,1.871,2.635
8/20/1997,3.6325,1.707,2.6225
8/21/1997,3.695,1.7155,2.73
8/22/1997,3.6875,1.713,2.7175
8/25/1997,3.6525,1.73,2.7125
8/26/1997,3.67,1.758,2.6455
8/27/1997,3.7795,1.79,2.699
8/28/1997,3.862,1.7989,2.6785
8/29/1997,3.9085,1.8222,2.6855
9/2/1997,3.94,1.8495,2.7225
9/3/1997,3.9,1.895,2.7175
9/4/1997,3.8625,1.95,2.6975
9/5/1997,3.87,1.8885,2.6425
9/8/1997,3.7975,1.877,2.63
9/9/1997,3.8275,1.835,2.6475
9/10/1997,3.8025,1.8295,2.6775
9/11/1997,3.785,1.882,2.725
9/12/1997,3.7475,1.7235,2.6425
9/15/1997,3.695,1.729,2.6575
9/16/1997,3.725,1.677,2.635
9/17/1997,3.7375,1.7345,2.6375
9/18/1997,3.69,1.6965,2.645
9/19/1997,3.675,1.7415,2.6175
9/22/1997,3.6425,1.7035,2.6225
9/23/1997,3.67,1.6885,2.6225
9/24/1997,3.6525,1.6865,2.61
9/25/1997,3.6575,1.66,2.595
9/26/1997,3.5725,1.656,2.575
9/29/1997,3.59,1.6075,2.5875
9/30/1997,3.5425,1.625,2.5775
10/1/1997,3.5075,1.6235,2.5625
10/2/1997,3.5475,1.6105,2.5725
10/3/1997,3.5775,1.6195,2.6475
10/6/1997,3.5525,1.6995,2.6775
10/7/1997,3.6575,1.6215,2.7975
10/8/1997,3.6275,1.67,2.8275
10/9/1997,3.6875,1.6375,2.8375
10/10/1997,3.6525,1.661,2.8825
10/13/1997,3.7125,1.679,2.91
10/14/1997,3.665,1.664,2.8575
10/15/1997,3.6975,1.6605,2.9
10/16/1997,3.6525,1.5725,2.87
10/17/1997,3.6325,1.503,2.82
10/20/1997,3.705,1.507,2.83
10/21/1997,3.76,1.502,2.875
10/22/1997,3.74,1.502,2.9375
10/23/1997,3.6675,1.522,2.88
10/24/1997,3.69,1.529,2.8975
10/27/1997,3.615,1.536,2.875
10/28/1997,3.61,1.507,2.8425
10/29/1997,3.5875,1.506,2.8125
10/30/1997,3.5975,1.4815,2.7975
10/31/1997,3.605,1.4865,2.7975
11/3/1997,3.6325,1.441,2.8525
11/4/1997,3.5925,1.443,2.8025
11/5/1997,3.5575,1.5325,2.785
11/6/1997,3.58,1.46,2.83
11/7/1997,3.58,1.498,2.84
11/10/1997,3.5,1.5685,2.7575
11/11/1997,3.495,1.5625,2.765
11/12/1997,3.4475,1.5965,2.7425
11/13/1997,3.415,1.644,2.7325
11/14/1997,3.4,1.634,2.72
11/17/1997,3.455,1.593,2.7775
11/18/1997,3.4575,1.6495,2.7675
11/19/1997,3.4025,1.6595,2.7375
11/20/1997,3.395,1.622,2.7175
11/21/1997,3.4325,1.5941,2.755
11/24/1997,3.4325,1.5741,2.7505
11/25/1997,3.412,1.5452,2.7385
11/26/1997,3.493,1.5624,2.786
12/1/1997,3.6025,1.627,2.825
12/2/1997,3.5675,1.685,2.8075
12/3/1997,3.555,1.673,2.8075
12/4/1997,3.565,1.698,2.77
12/5/1997,3.605,1.737,2.7925
12/8/1997,3.625,1.7435,2.84
12/9/1997,3.5975,1.832,2.8175
12/10/1997,3.585,1.826,2.815
12/11/1997,3.5075,1.78,2.77
12/12/1997,3.4425,1.799,2.7325
12/15/1997,3.425,1.8545,2.7175
12/16/1997,3.43,1.671,2.71
12/17/1997,3.455,1.6085,2.725
12/18/1997,3.3425,1.6505,2.6725
12/19/1997,3.3375,1.5865,2.66
12/22/1997,3.33,1.5705,2.6325
12/23/1997,3.3575,1.624,2.67
12/24/1997,3.3725,1.598,2.69
12/29/1997,3.3375,1.6325,2.6725
12/30/1997,3.2775,1.648,2.6675
12/31/1997,3.2575,1.6245,2.65
1/5/1998,3.31,1.707,2.6575
1/6/1998,3.245,1.614,2.6225
1/7/1998,3.29,1.621,2.635
1/8/1998,3.205,1.6785,2.585
1/9/1998,3.21,1.6205,2.5975
1/12/1998,3.2175,1.597,2.5825
1/13/1998,3.34,1.6445,2.7025
1/14/1998,3.295,1.648,2.7375
1/15/1998,3.3375,1.682,2.7725
1/16/1998,3.3425,1.6705,2.77
1/20/1998,3.32,1.7805,2.7825
1/21/1998,3.3,1.775,2.76
1/22/1998,3.31,1.7685,2.76
1/23/1998,3.3425,1.788,2.755
1/26/1998,3.4175,1.7335,2.79
1/27/1998,3.4125,1.708,2.765
1/28/1998,3.4125,1.7575,2.775
1/29/1998,3.3875,1.771,2.755
1/30/1998,3.3725,1.747,2.73
2/2/1998,3.435,1.782,2.755
2/3/1998,3.4425,1.7675,2.75
2/4/1998,3.4175,1.801,2.7275
2/5/1998,3.3875,1.8195,2.7175
2/6/1998,3.34,1.7755,2.7
2/9/1998,3.3725,1.7335,2.72
2/10/1998,3.38,1.68,2.7375
2/11/1998,3.325,1.668,2.6825
2/12/1998,3.335,1.682,2.705
2/13/1998,3.295,1.674,2.7025
2/17/1998,3.2225,1.6475,2.68
2/18/1998,3.22,1.7125,2.6775
2/19/1998,3.225,1.7415,2.685
2/20/1998,3.2325,1.7505,2.665
2/23/1998,3.26,1.7925,2.6575
2/24/1998,3.2235,1.7288,2.648
2/25/1998,3.2305,1.7328,2.6725
2/26/1998,3.2795,1.6804,2.675
2/27/1998,3.361,1.6288,2.685
3/2/1998,3.4075,1.583,2.7475
3/3/1998,3.3975,1.525,2.7375
3/4/1998,3.3675,1.5215,2.7525
3/5/1998,3.3375,1.4825,2.7525
3/6/1998,3.345,1.466,2.7675
3/9/1998,3.375,1.4975,2.7875
3/10/1998,3.4125,1.4895,2.81
3/11/1998,3.48,1.5195,2.82
3/12/1998,3.47,1.475,2.8175
3/13/1998,3.42,1.465,2.7475
3/16/1998,3.38,1.5005,2.7175
3/17/1998,3.4025,1.491,2.7225
3/18/1998,3.35,1.4585,2.7225
3/19/1998,3.3125,1.4225,2.6925
3/20/1998,3.2775,1.467,2.64
3/23/1998,3.3225,1.481,2.6675
3/24/1998,3.3125,1.464,2.655
3/25/1998,3.285,1.4355,2.65
3/26/1998,3.2025,1.4625,2.615
3/27/1998,3.2225,1.4645,2.6225
3/30/1998,3.25,1.46,2.6775
3/31/1998,3.2025,1.4625,2.59
4/1/1998,3.145,1.4375,2.545
4/2/1998,3.165,1.443,2.56
4/3/1998,3.1125,1.4055,2.53
4/6/1998,3.0575,1.4165,2.48
4/7/1998,3.025,1.42,2.47
4/8/1998,3.0225,1.4455,2.4775
4/9/1998,2.985,1.463,2.495
4/13/1998,3.005,1.534,2.4525
4/14/1998,3.0075,1.539,2.465
4/15/1998,3.0525,1.5205,2.51
4/16/1998,3.0475,1.5105,2.505
4/17/1998,3.0375,1.506,2.505
4/20/1998,2.9875,1.505,2.4875
4/21/1998,3.005,1.478,2.51
4/22/1998,2.955,1.48,2.4625
4/23/1998,2.9275,1.386,2.485
4/24/1998,2.95,1.3615,2.51
4/27/1998,2.9785,1.3382,2.4795
4/28/1998,3.0285,1.3407,2.499
4/29/1998,3.0015,1.3265,2.4965
4/30/1998,2.9895,1.3206,2.5055
5/1/1998,3.01,1.2695,2.51
5/4/1998,3.035,1.2785,2.53
5/5/1998,3.09,1.3255,2.565
5/6/1998,3.16,1.271,2.61
5/7/1998,3.16,1.2725,2.6025
5/8/1998,3.1225,1.2745,2.5575
5/11/1998,3.0475,1.2805,2.4775
5/12/1998,3.045,1.258,2.45
5/13/1998,3.0675,1.2515,2.4875
5/14/1998,3.0475,1.286,2.48
5/15/1998,3.025,1.2555,2.4625
5/18/1998,3.025,1.2765,2.47
5/19/1998,2.9875,1.355,2.45
5/20/1998,3.0275,1.36,2.4675
5/21/1998,2.985,1.342,2.465
5/22/1998,2.985,1.364,2.4725
5/26/1998,2.9225,1.311,2.405
5/27/1998,2.875,1.3015,2.37
5/28/1998,2.845,1.324,2.3825
5/29/1998,2.8425,1.325,2.385
6/1/1998,2.84,1.2415,2.3875
6/2/1998,2.8725,1.2485,2.405
6/3/1998,2.8125,1.2525,2.38
6/4/1998,2.8225,1.252,2.3975
6/5/1998,2.8025,1.256,2.37
6/8/1998,2.755,1.1985,2.325
6/9/1998,2.78,1.2155,2.32
6/10/1998,2.7825,1.2245,2.3175
6/11/1998,2.7775,1.2405,2.32
6/12/1998,2.7925,1.2175,2.3625
6/15/1998,2.745,1.1995,2.3275
6/16/1998,2.77,1.1695,2.3725
6/17/1998,2.8375,1.1805,2.445
6/18/1998,2.8375,1.1795,2.455
6/19/1998,2.89,1.1375,2.535
6/22/1998,2.865,1.1235,2.5075
6/23/1998,2.9125,1.1215,2.565
6/24/1998,2.9425,1.116,2.5975
6/25/1998,2.9145,1.1474,2.557
6/26/1998,2.864,1.1278,2.538
6/29/1998,2.762,1.1194,2.4345
6/30/1998,2.8525,1.1041,2.5165
7/1/1998,2.8425,1.1155,2.4675
7/2/1998,2.785,1.0935,2.435
7/6/1998,2.8175,1.1075,2.39
7/7/1998,2.8525,1.1045,2.4625
7/8/1998,2.825,1.1255,2.49
7/9/1998,2.7975,1.109,2.445
7/10/1998,2.7425,1.096,2.365
7/13/1998,2.7425,1.064,2.395
7/14/1998,2.71,1.072,2.3325
7/15/1998,2.695,1.071,2.2975
7/16/1998,2.6975,1.068,2.3075
7/17/1998,2.7375,1.068,2.37
7/20/1998,2.7575,1.0825,2.3225
7/21/1998,2.715,1.0825,2.3025
7/22/1998,2.6725,1.148,2.275
7/23/1998,2.6575,1.1395,2.2675
7/24/1998,2.6525,1.117,2.2475
7/27/1998,2.605,1.121,2.2275
7/28/1998,2.56,1.1555,2.21
7/29/1998,2.5225,1.184,2.2
7/30/1998,2.5325,1.2345,2.2025
7/31/1998,2.525,1.292,2.175
8/3/1998,2.5075,1.309,2.135
8/4/1998,2.4725,1.29,2.135
8/5/1998,2.4675,1.305,2.115
8/6/1998,2.5125,1.32,2.1025
8/7/1998,2.515,1.352,2.1125
8/10/1998,2.56,1.342,2.145
8/11/1998,2.5375,1.2445,2.14
8/12/1998,2.5925,1.1905,2.0925
8/13/1998,2.535,1.1685,2.0675
8/14/1998,2.6,1.116,2.065
8/17/1998,2.625,1.1095,2.085
8/18/1998,2.5825,1.163,2.0875
8/19/1998,2.58,1.1785,2.0975
8/20/1998,2.5575,1.1395,2.0825
8/21/1998,2.53,1.154,2.055
8/24/1998,2.53,1.175,2.0575
8/25/1998,2.475,1.238,2.035
8/26/1998,2.4865,1.1932,2.0035
8/27/1998,2.5065,1.1898,1.999
8/28/1998,2.516,1.2034,1.9695
8/31/1998,2.507,1.1728,1.9705
9/1/1998,2.535,1.136,2.03
9/2/1998,2.5625,1.133,2.045
9/3/1998,2.595,1.1225,2.08
9/4/1998,2.6175,1.1285,2.08
9/8/1998,2.6525,1.1565,2.13
9/9/1998,2.6025,1.13,2.1075
9/10/1998,2.63,1.09,2.13
9/11/1998,2.5825,1.0415,2.0775
9/14/1998,2.63,1.017,2.08
9/15/1998,2.68,1.046,2.1025
9/16/1998,2.635,1.049,2.0875
9/17/1998,2.66,1.0185,2.07
9/18/1998,2.66,1.011,2.05
9/21/1998,2.7075,1.0195,2.0525
9/22/1998,2.7425,1.0285,2.065
9/23/1998,2.7425,1.0305,2.055
9/24/1998,2.7875,1.04,2.085
9/25/1998,2.7625,1.0465,2.105
9/28/1998,2.7675,1.0835,2.1275
9/29/1998,2.7675,1.057,2.1175
9/30/1998,2.6925,1.0515,2.09
10/1/1998,2.69,1.027,2.0475
10/2/1998,2.76,1.0345,2.065
10/5/1998,2.865,1.038,2.0975
10/6/1998,2.8375,1.055,2.1025
10/7/1998,2.955,1.0735,2.1725
